session_id,target
1,6.312540092177465e-05
2,7.138389930280656e-06
3,0.0013461331853902453
4,0.00022150685154133566
5,0.009658792111587496
6,2.9587088898580086e-05
7,0.0034752271536822614
8,0.0038555766563716743
9,3.45166038822849e-05
10,5.384048386852688e-05
11,0.0032999685241051507
12,2.0256142384159012e-05
13,3.857005111520591e-05
14,0.00010463554411689572
15,0.00022840876888381047
16,6.192451972195828e-06
17,0.0024045982753137345
18,3.1563740173700335e-05
19,0.008393918194779318
20,3.0248542711042548e-05
21,0.0007317605121238324
22,9.703725787304654e-05
23,0.0014715912120255553
24,0.00010174972471365525
25,0.0015942130920919672
26,0.002385382980685917
27,6.253350522203929e-05
28,4.4316811765714036e-05
29,0.009265336627795391
30,0.0031842025192057788
31,0.00358377818504045
32,0.0006213609481866275
33,5.8054984942433e-05
34,0.0021889209029431413
35,0.0023225073818306497
36,0.019220202311458864
37,1.4623581260132712e-05
38,3.914905044687944e-05
39,0.0031842025192057788
40,7.610067005527021e-05
41,0.001394462936661872
42,0.0003019536587120623
43,0.004742351874883362
44,0.002271831183970779
45,0.002237588522342511
46,0.0036604478673157885
47,3.0472365829191727e-05
48,4.222113921844462e-05
49,0.000919278998385142
50,2.3568699002950206e-05
51,5.5154469769306396e-05
52,0.012104855454587336
53,0.0012797841489409266
54,0.0038311318431157575
55,0.004898922305641523
56,8.44150828418401e-05
57,4.490016269094096e-05
58,6.267853683154429e-05
59,5.8413823612214255e-05
60,0.0005174037183700773
61,3.9301572917150816e-05
62,6.660654257392769e-05
63,4.384099384931331e-05
64,0.0014147484979881294
65,4.047266685624991e-05
66,4.052749214637964e-05
67,3.162125739431171e-05
68,0.0015205456960370395
69,0.002268958296474262
70,1.4096817192473858e-05
71,0.0026745675583346256
72,0.0035874918817729753
73,0.00029657940356481817
74,0.00043976745756024044
75,0.04725391807992539
76,0.0016654474006047096
77,0.0036782299909502124
78,0.0013190003727201886
79,0.003573102624614988
80,0.0024715697649836488
81,1.9979086547114998e-05
82,0.00015872826240804428
83,2.6893820648264162e-05
84,0.0012250202266735186
85,0.0031466732563872135
86,2.8164897503962923e-05
87,0.0025179777713285573
88,0.0006553527943064177
89,0.0022790881136162747
90,0.0011708396179383324
91,4.909221648243459e-05
92,0.0003336419751499518
93,0.0032723431857963545
94,2.477655636546874e-05
95,0.00012390605488835077
96,1.862940880427958e-05
97,0.003115106513473808
98,4.2147985747675755e-05
99,3.739435263212771e-05
100,0.006205926012872022
101,6.289657523188726e-05
102,1.2802792528275471e-06
103,8.956620171496544e-05
104,4.620555896503413e-05
105,0.0012345834222993735
106,2.6291881323376372e-05
107,0.0001500013972552859
108,0.0027051541465285974
109,7.396555873974464e-05
110,0.00013032978694447694
111,0.0016494452390001374
112,4.1794022563702236e-05
113,2.0262616394947003e-05
114,4.887061821020369e-05
115,7.663728785986781e-05
116,3.248051852761569e-05
117,2.0358942358515566e-05
118,0.0013301686670655968
119,0.0003750846342028666
120,0.002950019964340038
121,4.0674476255491286e-05
122,5.182657500609555e-05
123,0.00023031221321401742
124,0.004447638300303424
125,0.0010315185220165439
126,8.296401460201594e-06
127,0.0009563684388009943
128,4.793994161708635e-05
129,0.002817183426802049
130,0.0027520617527829368
131,9.152274709890372e-06
132,0.0032085513882721363
133,0.0342102266489542
134,0.020817489233517582
135,5.394716874667753e-06
136,0.0025145045411700427
137,6.891924976245546e-05
138,0.009144597223585118
139,0.00038558907945423137
140,5.61775695493509e-05
141,1.4086942066050693e-05
142,4.6938920387887835e-05
143,2.2622682182982095e-05
144,0.003845233754188614
145,7.138389930280656e-06
146,0.0005107966561440212
147,0.00035998545919050447
148,0.0028884009907310746
149,0.009566553109243153
150,0.0012296326474790108
151,0.00012502670587464468
152,0.0032295140399548707
153,6.388181425968886e-05
154,6.81996314168274e-05
155,0.002064425264894331
156,4.353825661342666e-05
157,3.0799406314680924e-05
158,0.0025145045411700427
159,0.004030847068296339
160,5.182657500609555e-05
161,0.0018382198641396263
162,0.11158092636307562
163,0.0016275486230383283
164,0.0012031892138314386
165,0.0019076023801341223
166,3.166510367472746e-05
167,0.0003107949023455331
168,0.002533218394084107
169,0.003859429157528148
170,0.0028277967447352215
171,0.0038595016568164354
172,0.0015706182392038743
173,0.00047514249370333777
174,0.0028401932101872504
175,0.0021329395779298038
176,0.0035843365627909163
177,0.004517640015337304
178,0.0009439264247418012
179,0.0018947585628065395
180,0.0002840544705527355
181,2.682525956341175e-05
182,4.468856683767262e-05
183,2.2931051073122593e-05
184,0.0014895772158704033
185,2.8721918009399876e-05
186,0.0016887721295374687
187,1.562775018005422e-05
188,8.6983815259675e-07
189,0.003027284643903936
190,0.0466488901031899
191,6.234594001054704e-05
192,1.1417403968094857e-05
193,0.001715235999656631
194,5.8835605349963775e-05
195,4.863394356972729e-05
196,0.0007255864510554449
197,0.002342541600393553
198,0.0036817457056442203
199,0.002316675167800175
200,5.6899905058618916e-05
201,0.0036604478673157885
202,0.0021345154713760177
203,6.117872189383033e-06
204,3.904549371203426e-05
205,0.002630716910014524
206,2.8630444798742288e-05
207,0.0003063903533214086
208,5.680666797311331e-05
209,0.0005578529224932322
210,0.00530593398475715
211,0.003079477007320867
212,0.006253114106746172
213,3.2785441744711176e-05
214,0.001812587554153681
215,6.440255017755729e-07
216,0.002322351214781302
217,0.010129093376442033
218,0.003859429157528148
219,0.00020762963132073972
220,0.008756598437985782
221,0.00959228971227312
222,4.099228836778504e-05
223,0.001401409765743381
224,0.003859429157528148
225,0.0011019847922519462
226,0.0006956642610009754
227,0.0013953808459125751
228,7.858347646483323e-05
229,5.9187608368997345e-05
230,0.0034814431384313205
231,0.0034468108235745382
232,2.954269548183056e-05
233,0.00013777177941327182
234,0.0015808322806742713
235,0.008347240312009643
236,4.427309052473917e-05
237,0.006000198088932254
238,0.003517782558576658
239,0.0031842025192057788
240,0.0003175597453041616
241,0.0012386958099399666
242,0.0023342973941854243
243,4.17618336873386e-05
244,1.283613068602256e-05
245,0.33227594924279613
246,0.0019210935707413776
247,0.0013775305178483845
248,0.0023382623019599937
249,0.0020131111364139103
250,0.0024396530874457234
251,1.8670505876658975e-05
252,3.504698901220484e-05
253,4.484076109140781e-05
254,2.021201659110185e-05
255,0.007183151194148025
256,0.0008673897465079714
257,0.006268758060256406
258,0.0019280753797426724
259,0.0030942588039419468
260,6.103757173779088e-05
261,0.005704650293908382
262,5.549613562990965e-05
263,0.008860231487234948
264,0.0015119345618318694
265,0.00014082092296186158
266,5.933297215058302e-05
267,0.0005930217514250786
268,0.0013790060514818085
269,0.0018366752020974614
270,0.041288549239331535
271,4.350809925834136e-05
272,8.124948604438706e-05
273,3.116724090685713e-05
274,0.0037711679667205987
275,0.0016246864209445045
276,0.0015017440913618406
277,0.003403207465328209
278,0.0023404511005174168
279,3.788479292328534e-05
280,0.0038026339155143867
281,0.04197464911896796
282,0.00015618184990083295
283,0.00463917563186821
284,3.908859464000218e-05
285,4.0394705460784834e-05
286,0.0025106713751884622
287,0.002435963454016989
288,3.223882915680777e-05
289,0.0014061828455163557
290,4.048299492907495e-05
291,4.4630459918428745e-05
292,0.0024302210405932985
293,0.003236652793051582
294,0.0028720142965606484
295,5.498872159965971e-05
296,6.464835655918197e-05
297,3.5667108622645644e-05
298,0.0019099006836754055
299,2.4440832713740857e-05
300,6.574699104852133e-05
301,4.048299492907495e-05
302,0.002977879171931189
303,0.001504531142107204
304,0.007353019666489893
305,0.0014604736023747027
306,6.215208405575648e-05
307,0.0031582983119762572
308,4.321012364347523e-05
309,0.0038498143906159805
310,6.757075623854698e-05
311,0.003425113216950565
312,0.010934925136760747
313,1.2045676715731288e-05
314,5.791706289052547e-05
315,0.0021732581143188595
316,0.002313233913810082
317,0.0020459848423468427
318,5.990580183823151e-05
319,5.305476721165177e-05
320,0.0008112598150156968
321,0.003757057671741638
322,0.00011130587101276843
323,4.720898610760353e-05
324,0.003365637564015878
325,0.0027214581759709504
326,0.0033633225377611123
327,0.0031995153564838763
328,0.008566849827891205
329,5.182657500609555e-05
330,7.706953668554867e-05
331,0.000936002472758142
332,4.966136111522489e-05
333,0.0026243952108902955
334,9.534602818980928e-05
335,4.508822433736819e-05
336,3.641115778491901e-05
337,0.0015010619270598743
338,0.0030426241758782792
339,0.00016806709783616976
340,0.004574773782032724
341,7.122948409242228e-05
342,0.002845566859459842
343,0.0038325075209693477
344,0.008470248669768626
345,0.16592599064199026
346,4.2001303511499014e-05
347,0.001211939440897137
348,2.757470860813411e-05
349,5.616423534106311e-05
350,0.003481195814817336
351,0.01645293058891418
352,0.00016836597666762112
353,0.0036830422436330756
354,0.9394528944983019
355,0.001872642447834771
356,5.5070855077549226e-05
357,0.0012571026434791532
358,0.00043976745756024044
359,6.41843058985222e-05
360,0.00038867467379832506
361,3.653595964089577e-05
362,4.3396126597188796e-05
363,0.00023343635282721136
364,4.6812667065300016e-05
365,6.052106344711138e-05
366,2.390574028359543e-05
367,2.2619705289547e-05
368,0.005450705235690789
369,0.001907447618568972
370,4.761740911981393e-05
371,0.0032085513882721363
372,1.533893407627063e-05
373,7.732713244842829e-06
374,0.0018832850659100846
375,6.481732190598569e-05
376,0.0019653981252329145
377,0.0025935030178560357
378,0.002321466574486277
379,6.178809648477942e-05
380,4.8707047270211515e-05
381,0.0027713298655683643
382,0.0013876786812577887
383,0.004081077812501643
384,5.3032761985737064e-05
385,0.011849871377733317
386,0.0027571109991819886
387,0.005237631071993261
388,0.002848827392842463
389,6.925918699058173e-05
390,0.001889822382358077
391,0.000850201411239458
392,0.0014521223835781574
393,5.049739340142738e-05
394,3.427387551741633e-05
395,2.9250659137782833e-05
396,0.0029584769720644288
397,0.0036008200514357973
398,0.003969986455087398
399,2.1430494249335184e-05
400,0.0027316820054133473
401,0.011061379970352031
402,0.00425256444256014
403,0.0032524704511194594
404,0.0015142272267664244
405,0.0041681321867499095
406,0.0023730650897844452
407,2.3857679915395838e-05
408,2.805609624761538e-05
409,0.0013710015022918385
410,0.002247013926229171
411,2.6336670641574602e-05
412,2.694043477201466e-05
413,0.004444873077881669
414,0.001034593302801477
415,0.001580636640283721
416,5.2132301535111314e-05
417,0.002527840957633083
418,1.667766800091138e-05
419,0.013479611461519013
420,0.003540000478952295
421,0.006095681794023207
422,0.0032085513882721363
423,0.0005318309037064992
424,4.087225142295973e-05
425,4.899787832562454e-05
426,0.0020734724873384893
427,7.361978513508345e-06
428,2.3888341686517014e-05
429,2.2604473957432463e-05
430,5.182657500609555e-05
431,1.915654356573736e-05
432,0.002143155448899461
433,0.002368816019006434
434,0.0035106782027340736
435,2.583689585392245e-05
436,0.11706389148414209
437,5.679258811446141e-05
438,4.629961094265198e-05
439,0.0007381331808677034
440,0.0013678549154114699
441,0.00020106014532673592
442,6.173463845716153e-05
443,0.0002096474410707669
444,0.00010852119866647285
445,2.2701858715306133e-05
446,0.0025821612813523255
447,0.002794283856906737
448,0.0022381743781314896
449,1.5230944260421336e-05
450,0.0025318352512470796
451,0.0017977803865913183
452,7.575726018975681e-05
453,0.0037156017455252624
454,0.000298463999824873
455,2.6800927114153438e-05
456,0.002939126532369957
457,3.947578899666656e-05
458,0.003313033520070111
459,3.514601141133551e-05
460,0.0011973967164798575
461,4.793994161708635e-05
462,2.519771075384546e-05
463,3.656156189460988e-05
464,4.200444044514713e-05
465,0.0017001136979857866
466,0.0037939497803273045
467,0.0015870485897227864
468,0.007018048289135449
469,8.836341272617243e-05
470,5.0193435523084284e-05
471,0.007323925440607223
472,9.114093920766224e-06
473,0.003859429157528148
474,3.128366288841951e-05
475,0.0015589378735318135
476,0.0021627601455039332
477,3.806895818038065e-05
478,0.00335039558166556
479,0.00281372526464554
480,0.013681199808839913
481,0.00169128811248666
482,5.3672771690087926e-05
483,0.0015373577625662042
484,0.0024650092018721143
485,7.827717611115895e-05
486,0.019290767607316812
487,4.996369273775781e-05
488,5.153948868347604e-05
489,0.0037705013943589993
490,6.927717697750674e-05
491,0.0009852120795425098
492,0.0017890061271673872
493,0.0027713298655683643
